SexInsured,Female,VehicleType,PC,Clm_Count,Exp_weights,LNWEIGHT,NCD,AgeCat,AutoAge0,AutoAge1,AutoAge2,AutoAge,VAgeCat,VAgecat1
M,0,A,1,0,0.443531828,-0.812985715,50,4,1,0,0,1,0,2
M,0,A,1,0,0.323066393,-1.129897426,10,4,1,0,0,1,0,2
M,0,A,1,0,0.331279945,-1.104791505,40,4,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,3,1,0,0,1,0,2
F,1,A,1,0,0.41889117,-0.870144129,20,6,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,4,1,0,0,1,0,2
M,0,A,1,1,0.681724846,-0.383129154,0,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,20,5,1,0,0,1,0,2
M,0,A,1,0,0.443531828,-0.812985715,0,2,1,0,0,1,0,2
M,0,A,1,0,0.747433265,-0.291110255,0,4,1,0,0,1,0,2
F,1,A,1,0,0.372347707,-0.987927165,0,5,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,30,5,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,20,3,1,0,0,1,0,2
F,1,A,1,0,0.752908967,-0.283810953,50,4,1,0,0,1,0,2
M,0,A,1,0,0.739219713,-0.302160092,0,3,1,0,0,1,0,2
F,1,A,1,0,0.147843943,-1.911598004,50,5,0,1,0,1,1,2
M,0,A,1,0,0.084873374,-2.466594846,50,5,1,0,0,1,0,2
F,1,A,1,0,0.145106092,-1.930290137,50,5,1,0,0,1,0,2
F,1,A,1,0,0.509240246,-0.674835377,50,4,1,0,0,1,0,2
M,0,A,1,0,0.131416838,-2.02938104,50,5,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,3,1,0,0,1,0,2
F,1,A,1,0,0.646132786,-0.436750246,0,4,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,10,3,1,0,0,1,0,2
F,1,A,1,0,0.585900068,-0.534606036,50,4,1,0,0,1,0,2
M,0,A,1,0,0.380561259,-0.966108118,20,4,1,0,0,1,0,2
M,0,A,1,0,0.213552361,-1.543873224,50,4,1,0,0,1,0,2
M,0,A,1,0,0.273785079,-1.295411865,0,3,1,0,0,1,0,2
M,0,A,1,0,0.988364134,-0.011704092,50,4,1,0,0,1,0,2
M,0,A,1,0,0.851471595,-0.160789138,50,4,1,0,0,1,0,2
M,0,A,1,1,0.818617385,-0.200138477,0,3,1,0,0,1,0,2
M,0,A,1,0,0.804928131,-0.217002283,0,4,1,0,0,1,0,2
M,0,A,1,0,0.8678987,-0.141680277,50,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,10,5,1,0,0,1,0,2
M,0,A,1,0,0.851471595,-0.160789138,50,4,1,0,0,1,0,2
M,0,A,1,0,0.407939767,-0.896635745,0,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,20,5,1,0,0,1,0,2
M,0,A,1,0,0.958247776,-0.042648896,0,3,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,50,4,1,0,0,1,0,2
F,1,A,1,0,0.331279945,-1.104791505,50,4,0,1,0,1,1,2
F,1,A,1,0,0.914442163,-0.089441058,50,5,1,0,0,1,0,2
M,0,A,1,0,0.596851472,-0.516086988,50,4,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,20,3,1,0,0,1,0,2
F,1,A,1,0,0.772073922,-0.25867498,10,4,1,0,0,1,0,2
F,1,A,1,0,0.31211499,-1.164383602,20,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,5,1,0,0,1,0,2
M,0,A,1,0,0.328542095,-1.113090308,0,2,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,30,4,1,0,0,1,0,2
M,0,A,1,0,0.944558522,-0.057037634,20,3,1,0,0,1,0,2
M,0,A,1,0,0.654346338,-0.424118499,10,3,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,50,4,1,0,0,1,0,2
M,0,A,1,0,0.177960301,-1.726194781,0,4,1,0,0,1,0,2
M,0,A,1,0,0.755646817,-0.280181185,0,5,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,0,4,1,0,0,1,0,2
F,1,A,1,0,0.851471595,-0.160789138,50,5,1,0,0,1,0,2
M,0,A,1,0,0.657084189,-0.419943127,20,3,1,0,0,1,0,2
M,0,A,1,0,0.550308008,-0.597277143,40,5,1,0,0,1,0,2
M,0,A,1,0,0.032854209,-3.415675401,50,4,1,0,0,1,0,2
M,0,A,1,0,0.046543463,-3.067368707,20,3,1,0,0,1,0,2
M,0,A,1,0,0.511978097,-0.669473434,0,3,1,0,0,1,0,2
M,0,A,1,0,0.815879535,-0.203488564,30,3,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,0,3,1,0,0,1,0,2
M,0,A,1,0,0.062970568,-2.765087835,0,3,1,0,0,1,0,2
M,0,A,1,0,0.48733744,-0.7187985,0,3,1,0,0,1,0,2
M,0,A,1,0,0.791238878,-0.234155363,40,4,0,1,0,1,1,2
M,0,A,1,0,0.117727584,-2.139381935,50,3,1,0,0,1,0,2
M,0,A,1,0,0.156057495,-1.857530783,0,4,1,0,0,1,0,2
M,0,A,1,0,0.876112252,-0.132261055,0,3,1,0,0,1,0,2
F,1,A,1,0,0.62696783,-0.466860047,0,3,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,50,4,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,50,6,1,0,0,1,0,2
M,0,A,1,0,0.791238878,-0.234155363,0,3,1,0,0,1,0,2
M,0,A,1,0,0.596851472,-0.516086988,50,3,1,0,0,1,0,2
M,0,A,1,0,0.561259411,-0.577572071,0,3,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,50,3,1,0,0,1,0,2
F,1,A,1,0,0.331279945,-1.104791505,0,4,1,0,0,1,0,2
M,0,A,1,0,0.380561259,-0.966108118,0,4,1,0,0,1,0,2
M,0,A,1,0,0.561259411,-0.577572071,50,3,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,50,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,50,5,1,0,0,1,0,2
M,0,A,1,0,0.38329911,-0.958939628,40,3,1,0,0,1,0,2
M,0,A,1,0,0.774811773,-0.255135153,0,3,0,1,0,1,1,2
M,0,A,1,0,0.999315537,-0.000684697,10,3,1,0,0,1,0,2
M,0,A,1,0,0.20807666,-1.56984871,20,3,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,40,3,1,0,0,1,0,2
M,0,A,1,0,0.829568789,-0.186849245,0,3,1,0,0,1,0,2
F,1,A,1,0,0.224503765,-1.493862803,20,3,1,0,0,1,0,2
M,0,A,1,0,0.213552361,-1.543873224,20,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,40,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,10,6,1,0,0,1,0,2
M,0,A,1,0,0.793976728,-0.230701128,0,5,1,0,0,1,0,2
M,0,A,1,0,0.232717317,-1.457930794,0,2,1,0,0,1,0,2
M,0,A,1,0,0.128678987,-2.050434449,40,4,1,0,0,1,0,2
M,0,A,1,0,0.131416838,-2.02938104,50,3,1,0,0,1,0,2
M,0,A,1,0,0.309377139,-1.173194232,10,4,1,0,0,1,0,2
M,0,A,1,0,0.52019165,-0.653557978,0,4,1,0,0,1,0,2
M,0,A,1,0,0.355920602,-1.0330476,20,4,1,0,0,1,0,2
M,0,A,1,0,0.303901437,-1.191051849,0,3,1,0,0,1,0,2
M,0,A,1,0,0.336755647,-1.088397695,30,4,1,0,0,1,0,2
M,0,A,1,0,0.060232717,-2.809539597,50,4,1,0,0,1,0,2
F,1,A,1,0,0.495550993,-0.702085019,20,3,1,0,0,1,0,2
M,0,A,1,0,0.31211499,-1.164383602,50,5,1,0,0,1,0,2
M,0,A,1,0,0.703627652,-0.351505966,0,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,30,5,1,0,0,1,0,2
M,0,A,1,0,0.553045859,-0.592314353,50,4,1,0,0,1,0,2
M,0,A,1,0,0.980150582,-0.020049064,40,3,1,0,0,1,0,2
M,0,A,1,0,0.720054757,-0.328428018,0,4,1,0,0,1,0,2
M,0,A,1,0,0.17522245,-1.741698967,0,4,1,0,0,1,0,2
M,0,A,1,0,0.284736482,-1.256191151,50,5,1,0,0,1,0,2
M,0,A,1,0,0.114989733,-2.162912432,0,2,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,50,4,1,0,0,1,0,2
M,0,A,1,0,0.689938398,-0.371152963,10,4,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,4,1,0,0,1,0,2
M,0,A,1,0,0.501026694,-0.691095898,20,3,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,4,1,0,0,1,0,2
M,0,A,1,0,0.298425736,-1.209234168,20,3,1,0,0,1,0,2
M,0,A,1,0,0.476386037,-0.741526751,10,6,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,50,4,1,0,0,1,0,2
M,0,A,1,0,0.446269678,-0.80683185,0,6,0,1,0,1,1,2
M,0,A,1,0,0.136892539,-1.988559045,50,5,1,0,0,1,0,2
M,0,A,1,0,0.180698152,-1.710927309,0,3,1,0,0,1,0,2
M,0,A,1,0,0.62422998,-0.471236422,30,3,1,0,0,1,0,2
M,0,A,1,0,0.339493498,-1.080300485,0,4,1,0,0,1,0,2
M,0,A,1,1,0.854209446,-0.157578863,0,5,1,0,0,1,0,2
M,0,A,1,0,0.060232717,-2.809539597,0,4,1,0,0,1,0,2
M,0,A,1,0,0.580424367,-0.543995776,0,4,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,10,4,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,50,5,1,0,0,1,0,2
M,0,A,1,0,0.062970568,-2.765087835,50,5,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,50,4,1,0,0,1,0,2
M,0,A,1,0,0.325804244,-1.121458558,50,4,1,0,0,1,0,2
M,0,A,1,0,0.5229295,-0.648308623,20,3,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,0,3,1,0,0,1,0,2
M,0,A,1,0,0.41615332,-0.87670153,0,3,1,0,0,1,0,2
M,0,A,1,0,0.607802875,-0.497904669,0,3,1,0,0,1,0,2
M,0,A,1,0,0.676249144,-0.391193714,0,4,1,0,0,1,0,2
M,0,A,1,0,0.429842574,-0.844336245,40,4,1,0,0,1,0,2
M,0,A,1,0,0.457221082,-0.782588238,0,4,1,0,0,1,0,2
M,0,A,1,0,0.065708419,-2.72252822,30,3,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,10,3,1,0,0,1,0,2
M,0,A,1,0,0.287474333,-1.2466217,50,3,1,0,0,1,0,2
M,0,A,1,0,0.495550993,-0.702085019,10,3,1,0,0,1,0,2
M,0,A,1,0,0.542094456,-0.61231502,50,5,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,3,1,0,0,1,0,2
M,0,A,1,0,0.993839836,-0.006179216,50,4,1,0,0,1,0,2
M,0,A,1,0,0.769336071,-0.262227381,10,3,1,0,0,1,0,2
M,0,A,1,0,0.320328542,-1.138408116,10,3,0,0,1,1,2,2
M,0,A,1,0,0.845995893,-0.167240774,0,5,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,3,1,0,0,1,0,2
M,0,A,1,0,0.76386037,-0.269370269,50,5,1,0,0,1,0,2
M,0,A,1,0,0.996577687,-0.003428183,0,3,1,0,0,1,0,2
F,1,A,1,0,0.295687885,-1.218450824,50,3,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,3,1,0,0,1,0,2
M,0,A,1,0,0.952772074,-0.048379571,50,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,4,1,0,0,1,0,2
F,1,A,1,0,0.665297741,-0.407520607,50,3,1,0,0,1,0,2
M,0,A,1,0,0.476386037,-0.741526751,50,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,50,4,1,0,0,1,0,2
M,0,A,1,0,0.219028063,-1.518555416,0,6,1,0,0,1,0,2
M,0,A,1,0,0.388774812,-0.944754993,0,4,1,0,0,1,0,2
M,0,A,1,0,0.988364134,-0.011704092,0,5,1,0,0,1,0,2
M,0,A,1,0,0.098562628,-2.317063112,0,3,1,0,0,1,0,2
M,0,A,1,0,0.262833676,-1.336233859,50,3,1,0,0,1,0,2
M,0,A,1,0,0.057494867,-2.856059613,10,3,1,0,0,1,0,2
M,0,A,1,0,0.509240246,-0.674835377,50,5,1,0,0,1,0,2
M,0,A,1,0,0.952772074,-0.048379571,50,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,10,3,1,0,0,1,0,2
M,0,A,1,0,0.980150582,-0.020049064,10,4,1,0,0,1,0,2
M,0,A,1,0,0.490075291,-0.713196245,50,5,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,20,3,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,5,1,0,0,1,0,2
M,0,A,1,0,0.971937029,-0.028464261,50,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,20,4,1,0,0,1,0,2
M,0,A,1,0,0.41615332,-0.87670153,10,4,1,0,0,1,0,2
M,0,A,1,0,0.145106092,-1.930290137,50,4,1,0,0,1,0,2
M,0,A,1,0,0.06844627,-2.681706226,0,3,1,0,0,1,0,2
M,0,A,1,0,0.191649555,-1.652086809,40,3,1,0,0,1,0,2
M,0,A,1,0,0.736481862,-0.305870671,0,5,1,0,0,1,0,2
F,1,A,1,0,0.542094456,-0.61231502,0,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,0,3,1,0,0,1,0,2
F,1,A,1,0,0.700889802,-0.355404606,0,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,4,1,0,0,1,0,2
M,0,A,1,0,0.687200548,-0.375129111,0,4,1,0,0,1,0,2
M,0,A,1,0,0.1724846,-1.757447324,50,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,40,3,1,0,0,1,0,2
M,0,A,1,0,0.698151951,-0.359318505,10,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,50,5,1,0,0,1,0,2
M,0,A,1,0,0.5229295,-0.648308623,40,4,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,50,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,30,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,50,3,1,0,0,1,0,2
M,0,A,1,0,0.785763176,-0.241099835,0,3,1,0,0,1,0,2
M,0,A,1,0,0.887063655,-0.119838535,50,3,1,0,0,1,0,2
F,1,A,1,0,0.060232717,-2.809539597,0,2,1,0,0,1,0,2
M,0,A,1,0,0.517453799,-0.658835036,0,4,1,0,0,1,0,2
M,0,A,1,0,0.164271047,-1.806237488,10,4,1,0,0,1,0,2
M,0,A,1,0,0.142368241,-1.949338332,50,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,0,3,1,0,0,1,0,2
M,0,A,1,0,0.290212183,-1.237142957,0,4,1,0,0,1,0,2
F,1,A,1,0,0.569472964,-0.563043971,20,3,1,0,0,1,0,2
M,0,A,1,0,0.45174538,-0.794636577,10,3,1,0,0,1,0,2
M,0,A,1,0,0.856947296,-0.15437886,10,3,1,0,0,1,0,2
M,0,A,1,0,0.958247776,-0.042648896,0,4,1,0,0,1,0,2
M,0,A,1,0,0.547570157,-0.602264684,0,4,1,0,0,1,0,2
M,0,A,1,0,0.509240246,-0.674835377,0,4,1,0,0,1,0,2
F,1,A,1,0,0.334017796,-1.096561006,50,4,1,0,0,1,0,2
M,0,A,1,0,0.558521561,-0.582462057,50,3,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,10,3,1,0,0,1,0,2
M,0,A,1,0,0.446269678,-0.80683185,0,4,1,0,0,1,0,2
M,0,A,1,0,0.714579055,-0.336061643,0,3,1,0,0,1,0,2
M,0,A,1,0,0.06844627,-2.681706226,50,4,1,0,0,1,0,2
M,0,A,1,0,0.492813142,-0.7076252,30,3,1,0,0,1,0,2
M,0,A,1,0,0.651608487,-0.428311377,0,3,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,30,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
M,0,A,1,0,0.443531828,-0.812985715,0,4,1,0,0,1,0,2
M,0,A,1,0,0.251882272,-1.378793474,10,4,1,0,0,1,0,2
M,0,A,1,0,0.150581793,-1.893248865,30,3,1,0,0,1,0,2
M,0,A,1,0,0.262833676,-1.336233859,10,4,1,0,0,1,0,2
M,0,A,1,0,0.145106092,-1.930290137,0,5,1,0,0,1,0,2
F,1,A,1,0,0.413415469,-0.883302214,50,4,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,4,1,0,0,1,0,2
M,0,A,1,0,0.752908967,-0.283810953,50,3,1,0,0,1,0,2
M,0,A,1,1,0.468172485,-0.758918494,0,3,1,0,0,1,0,2
M,0,A,1,0,0.944558522,-0.057037634,0,4,1,0,0,1,0,2
M,0,A,1,1,0.670773443,-0.39932384,50,4,1,0,0,1,0,2
M,0,A,1,0,0.249144422,-1.389722544,0,3,1,0,0,1,0,2
M,0,A,1,0,0.052019165,-2.956143071,50,3,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,50,4,1,0,0,1,0,2
M,0,A,1,0,0.646132786,-0.436750246,0,3,1,0,0,1,0,2
M,0,A,1,0,0.377823409,-0.973328365,0,3,0,1,0,1,1,2
M,0,A,1,0,0.511978097,-0.669473434,0,3,1,0,0,1,0,2
F,1,A,1,0,0.167008898,-1.789708186,10,4,1,0,0,1,0,2
F,1,A,1,0,0.005475702,-5.20743487,0,4,1,0,0,1,0,2
M,0,A,1,0,0.670773443,-0.39932384,10,4,1,0,0,1,0,2
M,0,A,1,0,0.670773443,-0.39932384,50,4,1,0,0,1,0,2
M,0,A,1,0,0.525667351,-0.643086679,20,3,1,0,0,1,0,2
M,0,A,1,0,0.06844627,-2.681706226,0,5,1,0,0,1,0,2
M,0,A,1,0,0.24366872,-1.411945681,0,4,1,0,0,1,0,2
M,0,A,1,1,0.670773443,-0.39932384,0,3,1,0,0,1,0,2
M,0,A,1,0,0.167008898,-1.789708186,10,5,1,0,0,1,0,2
M,0,A,1,0,0.6954141,-0.363247784,0,3,1,0,0,1,0,2
M,0,A,1,0,0.158795346,-1.84013904,50,3,1,0,0,1,0,2
M,0,A,1,0,0.164271047,-1.806237488,0,3,1,0,0,1,0,2
M,0,A,1,0,0.596851472,-0.516086988,30,4,1,0,0,1,0,2
M,0,A,1,0,0.561259411,-0.577572071,50,3,1,0,0,1,0,2
M,0,A,1,0,0.041067762,-3.19253185,0,3,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,0,4,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,0,3,1,0,0,1,0,2
M,0,A,1,0,0.585900068,-0.534606036,50,4,1,0,0,1,0,2
F,1,A,1,0,0.084873374,-2.466594846,50,4,1,0,0,1,0,2
M,0,A,1,0,0.005475702,-5.20743487,10,3,1,0,0,1,0,2
M,0,A,1,0,0.602327173,-0.506954504,0,5,1,0,0,1,0,2
M,0,A,1,1,0.774811773,-0.255135153,0,3,1,0,0,1,0,2
M,0,A,1,0,0.714579055,-0.336061643,0,3,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
F,1,A,1,1,0.339493498,-1.080300485,0,4,1,0,0,1,0,2
M,0,A,1,0,0.758384668,-0.276564544,20,3,1,0,0,1,0,2
F,1,A,1,0,0.837782341,-0.176996949,50,3,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,10,3,1,0,0,1,0,2
M,0,A,1,0,0.350444901,-1.048551787,0,2,1,0,0,1,0,2
F,1,A,1,0,0.010951403,-4.51428769,0,4,1,0,0,1,0,2
M,0,A,1,0,0.334017796,-1.096561006,10,3,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,10,5,1,0,0,1,0,2
M,0,A,1,0,0.569472964,-0.563043971,0,3,1,0,0,1,0,2
M,0,A,1,0,0.574948665,-0.55347452,0,3,1,0,0,1,0,2
M,0,A,1,0,0.084873374,-2.466594846,30,3,1,0,0,1,0,2
M,0,A,1,0,0.186173854,-1.681074345,20,3,1,0,0,1,0,2
M,0,A,1,0,0.533880904,-0.627582492,40,3,1,0,0,1,0,2
M,0,A,1,0,0.158795346,-1.84013904,0,2,1,0,0,1,0,2
F,1,A,1,0,0.084873374,-2.466594846,20,3,1,0,0,1,0,2
M,0,A,1,0,0.087611225,-2.434846148,0,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,50,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,50,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,3,1,0,0,1,0,2
M,0,A,1,0,0.369609856,-0.995307272,50,4,1,0,0,1,0,2
M,0,A,1,0,0.27652293,-1.285461534,50,4,1,0,0,1,0,2
M,0,A,1,0,0.292950034,-1.227753216,20,3,1,0,0,1,0,2
M,0,A,1,0,0.281998631,-1.265853062,0,3,1,0,0,1,0,2
M,0,A,1,0,0.62696783,-0.466860047,0,4,1,0,0,1,0,2
M,0,A,1,0,0.607802875,-0.497904669,50,4,1,0,0,1,0,2
M,0,A,1,0,0.837782341,-0.176996949,50,4,1,0,0,1,0,2
F,1,A,1,0,0.999315537,-0.000684697,50,3,1,0,0,1,0,2
F,1,A,1,0,0.396988364,-0.923848308,50,5,1,0,0,1,0,2
F,1,A,1,0,0.090349076,-2.404074489,0,3,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,40,3,1,0,0,1,0,2
M,0,A,1,0,0.736481862,-0.305870671,50,5,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,20,4,1,0,0,1,0,2
M,0,A,1,0,0.999315537,-0.000684697,50,3,1,0,0,1,0,2
M,0,A,1,0,0.24366872,-1.411945681,0,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,40,4,1,0,0,1,0,2
M,0,A,1,0,0.503764545,-0.685646293,50,3,1,0,0,1,0,2
F,1,A,1,0,0.492813142,-0.7076252,50,4,1,0,0,1,0,2
F,1,A,1,0,0.528405202,-0.637891862,20,3,1,0,0,1,0,2
M,0,A,1,0,0.465434634,-0.764783614,20,3,1,0,0,1,0,2
M,0,A,1,0,0.662559891,-0.411644324,10,4,1,0,0,1,0,2
M,0,A,1,0,0.435318275,-0.831677848,40,6,1,0,0,1,0,2
M,0,A,1,1,0.999315537,-0.000684697,50,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,50,5,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,50,3,1,0,0,1,0,2
M,0,A,1,0,0.202600958,-1.596516957,0,3,1,0,0,1,0,2
F,1,A,1,0,0.375085558,-0.980601125,10,3,1,0,0,1,0,2
M,0,A,1,0,0.413415469,-0.883302214,10,3,1,0,0,1,0,2
M,0,A,1,0,0.720054757,-0.328428018,10,4,1,0,0,1,0,2
M,0,A,1,0,0.079397673,-2.533286221,50,4,1,0,0,1,0,2
F,1,A,1,0,0.38329911,-0.958939628,10,4,1,0,0,1,0,2
F,1,A,1,0,0.101300479,-2.289664138,0,3,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,10,2,1,0,0,1,0,2
F,1,A,1,0,0.914442163,-0.089441058,50,3,1,0,0,1,0,2
M,0,A,1,0,0.394250513,-0.930768751,0,5,1,0,0,1,0,2
M,0,A,1,0,0.41615332,-0.87670153,50,3,1,0,0,1,0,2
M,0,A,1,0,0.10403833,-2.262995891,30,4,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,0,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,30,2,1,0,0,1,0,2
M,0,A,1,0,0.492813142,-0.7076252,50,4,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,20,5,1,0,0,1,0,2
M,0,A,1,0,0.914442163,-0.089441058,30,3,1,0,0,1,0,2
M,0,A,1,0,0.34770705,-1.056394964,50,3,1,0,0,1,0,2
M,0,A,1,0,0.005475702,-5.20743487,50,3,1,0,0,1,0,2
M,0,A,1,0,0.41889117,-0.870144129,0,6,1,0,0,1,0,2
M,0,A,1,0,0.394250513,-0.930768751,0,5,1,0,0,1,0,2
U,0,M,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,5,5
U,0,M,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,M,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,M,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,3,3
U,0,M,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,0,2
U,0,M,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,M,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,M,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,M,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,M,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,M,0,0,0.914442163,-0.089441058,0,0,0,0,0,0,4,4
U,0,M,0,0,0.454483231,-0.788594262,20,0,0,0,0,0,5,5
U,0,M,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,5,5
U,0,M,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,M,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,M,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,4,4
U,0,M,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,4,4
U,0,M,0,0,0.249144422,-1.389722544,20,0,0,0,0,0,5,5
U,0,M,0,0,0.030116359,-3.502686778,20,0,0,0,0,0,4,4
U,0,M,0,0,0.585900068,-0.534606036,10,0,0,0,0,0,4,4
U,0,M,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,0,2
U,0,M,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,4,4
U,0,M,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,4,4
U,0,M,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,4,4
U,0,M,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,M,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,4,4
U,0,M,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,4,4
U,0,M,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,4,4
U,0,M,0,0,1,0,0,0,0,0,0,0,0,2
U,0,M,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,M,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,4,4
U,0,M,0,0,0.681724846,-0.383129154,20,0,0,0,0,0,4,4
U,0,M,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,4,4
U,0,M,0,0,0.569472964,-0.563043971,10,0,0,0,0,0,4,4
